text,pos,neg,distance
30일까지 언제 기다려ㅠ,6,8,-2
곧 당가도 나오겠구나..!! 당가주님 얼른 보규싶다,5,7,-2
엄훠~~😱😱😱,0,0,0
보다 보다 보다 보야,1,0,1
청명이 애들 팰때라 표정 차원이다른거봐라 유니콘 만난줄,0,0,0
다들 정보 수집하는데 청명이만 음식 수집중이네 ㅋㅋㅋㅋㅋㅋ,2,0,2
화산집 막내아들 ㄷㄷㄷㄷ,2,0,2
무림서부 대댓글 하나가 화산을 까는중,0,0,0
댓글에 뱀문양 있다 그래서 다시 올렸다가 아 한자에 뱀이 있네!!,0,0,0
수련하는 컷에 유이설 등근육 뭐냐 ㅋㅋ,0,0,0
유이설 숨어서 듣는 겈ㅋㅋㅋㅋㅋㅋ,1,0,1
왜 내 눈 앞에 나타나~~,0,0,0
드디어나왓다미친ㅠ사천에피소드!!!!!!!!!!이날만을기다렸다고젠장ㅇ,7,7,0
아직은 짐덩이구나 ㅋㅋㅋㅋㅋㅋㅋ 그렇지 짐덩이지 돈많은 짐덩잌ㅋㅋㅋㅋㅋㅋㅋ,6,7,-1
☆ 당 가 왔 다 ☆,8,8,0
작가님 푹쉬다 오십시요 건강해야 완결까지 달리니까 한주...기다리겠습니다,5,7,-2
하 벌써 당가라니..내 남편 (당뵤)볼 날이 얼마 안남았다,7,8,-1
"하 내 남편(yes 당보) 나오기까지 약 3,4회차",6,8,-2
아진짜!!청명이너무조아!!!!!,0,0,0
아니 시 78진짜 또 쳐쉬어? 10개월동안 쳐 놀기만했냐?소설에 스토리 다 끄적여줬더만 뭔 정비를 쳐하길래 또 쉬겠다는거임? 진짜 정신상태 개빠졌네 걍 꼬라지 이모양인데 착한척 하는것들은 또 이 댓에 싫어요 쳐박으면서 팩트 무시쳐하고 무지성 개억빠 시전쳐하겠지 걍 어휴 조온나게 한심한것들,2,7,-5
숨어서 듣는거 귀엽ㅋㅋ,5,7,-2
걸이 있는집 자식이였으면 화산에 보탬좀하지 ㅠ,0,0,0
양해는 없습니다 돌아올때 두 편입니다,0,0,0
다다음주..??????? 다다음주에 그가 나온다는겁니까???? 저희는 무조건 기다릴거에요!!!!!!!!!,9,9,0
중간에 이설이 필뚝 개지리네 ㅋㅋㅋㅋㅋㅋㅋ,6,8,-2
꽃피는 모습에 장문사형ㅜㅠㅠㅠㅠㅠ흐아아악 하고 울다가사천에 도착한 일행 보고 폭소 터짐 얘들아... 왜이렇게 허름해졌어,7,8,-1
제자는 사부를 닮는다 저 넷이 제자를 받고 그제자가 다음제자를.. 음?,0,1,-1
점마 부자인거 화산파 장로도 몰랐겠네,0,0,0
와 모든 화를 통틀어서 청명이가 조걸을 가장 우호적인 표정으로 봄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 그 이유가 있는집 자식이어섴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,12,7,5
2주를 어케 기달려 ㅠㅠㅠㅠㅠㅠ,0,0,0
조걸은 청명이가 돈줄로 볼까봐 일부러 말 안하려고 했던 것 같은데ㅋㅌㅋㅋㅋㅋㅋㅋㅋ어떡하냐,7,7,0
이설언니 팔뚝 ㄹㅈㄷ 짱멋있음,8,8,0
유이설 기척이 없어서 남들 상인들한테 물어보고 다닐 때 그냥 기둥 뒤에 쪼그려 앉아서 엿듣고 있음 ㅋㅋㅋㅋ,7,8,-1
아니 나는 마지막의 저 입틀막 감동 표정이 애들이 수련 더 하자니까 나온 표정인 줄 알았지 으리으리한 저택을 보고 나온 표정인줄 알았겠냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
"""있는 집 자식이었어?""청명이 눈 초롱초롱해진 거 실화냐 ㅋㅋ",6,7,-1
저 눈 빨간 거 다시 왔네 마교떴네..,5,8,-3
소소소소솟소ㅗ소소소소소소소소솧ㅅㅎㅅㅎㅅㅎㅎㅅ,3,0,3
유이설은 정보를 얻는게 아니라 그냥엿듣고 있는거잖아 ㅋㅋㅋㅋㅋㅋ,8,8,0
조걸이=금수저청명=금수,10,7,3
청명이 나뭇잎이랑 뽀뽀하는 거 왜 이리 귀엽지 표정 살짝 찡그린 거 너무 귀엽다 청명아 너무 귀엽다 청명아아아아,6,7,-1
다들 백천에 대한 언급은 업네.. 백천이 진짜 맏형으로써 해주는게 정말 많은듯 이번에도 눈썰미로 청명이 힘써준다는거 바로 캐치한게 참 소름임,12,7,5
이설이 .. 근육이 엄청났구나..아주 팔뚝이.. 우락부락하네..,10,8,2
중간에 짜그려진 이설이 귀여워ㅠㅠㅠㅠ,7,8,-1
조걸 돈많구나?,6,8,-2
당가 빨리 보고싶었는데 재정비라서 아쉽지만 항상 좋은 퀄리티를 보여주셔서 감사합니다!,5,7,-2
왘ㅋㅋㅋㅋㅋㅋ,5,7,-2
아니 이설도 얼굴 개 뭉게져버리네 ㅋㅋㅋㅋㅋㅋㅋㅋㅌ,6,7,-1
ㅋㅋㅋㅋㅋ 아니 정보얻는데 이설이 기둥뒤에서 숨죽이고 있는거 ㅋㅋ,6,7,-1
도사가 대가리를 깨준다는 말을하나..? 아니 도사가 맞는가...?,3,0,3
"오늘도 구웠습니다만, 재정비 사간은 어디 문파인가요?잘쉬다 오세요.",1,0,1
훈련하는 장면에서 이설이 팔뚝 ㅎㄷㄷ,10,8,2
동룡이랑 유이설 머리묶은거 개예쁘다..,9,8,1
청명아 너무 좋아하는 거 아니냐ㅋㅋㅋㅋㅋㅋ,6,8,-2
사천에 도착했으니 청명이 매운거 먹일려나,1,0,1
왜 집을 나와서 고생을 하니,6,7,-1
좀잇으면 소소 나오겟네 기대된당,6,7,-1
마지막 눈빛 뭔가 무섭다,1,0,1
이설이 팔 근육 미쳤다..,8,7,1
와 30일 휴재 설렌다 진짜 새캐릭터들이랑 새에피들 찐찐최종점검하나봄 하 ㅠ 좋다,7,9,-2
당가에피 나오는 날 나 쓰러진다 진짜아 아 아!!!!!!!,7,9,-2
당가당가당가당가당가당가당가당가,7,8,-1
아니 근데 진짜 누가 조걸은 허리띠부터가 달랐다고ㅋㅋㅋ 부잣집 자식인거 생각보다 티많이냈다고 했는데 알고 살펴보니 진짜...혼자다르네,12,6,6
드디어 당가 나오는구나 ㅁㅊ,13,8,5
당가를 알게된뒤로... 초록색을 제정신으로 못보게됨,7,8,-1
아니 생각보다 더 으리으리하잖아?꼽 먹을만 핬다,5,8,-3
키야,1,0,1
백천이 조걸네 집안보고 놀랐다는건...조.밑.백,2,0,2
아니 걸이네 집이 부잣집인건 알았지만 이렇게까지 엄청날 줄은???? 와 저런 집안에서 자란 공자가 어떻게 다 망한 화산 생활을 버텼지???,8,7,1
흩날리며 청명이의 입술에 닿은 나뭇잎이 되고.십.다,3,0,3
어쩐지...조걸이 프로 불참러더라니...,1,0,1
저기 민소매 언니 유이설인가!,2,0,2
있는 집 자식이면 뭐해 너한테 걸린 이상 없는 집 자식이 될 텐데,3,1,2
아니 백천 맞은거 묘하게 립바른것같아서 미모가 한층더 업된 기분,2,0,2
뭐야 왜 입틀막하고 반한 얼굴인건데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6,4,2
우리기준 시그니엘살던 개 갑부가 어디깡촌 고등학교에서 전교 1등하고있다가 어떤 재능충한테 개처발리고 공부배우고있는거야녀ㅋㅋㅋㅋ,0,0,0
재정비 사간...?,1,0,1
당소소 기대되면 개추..!!,5,2,3
와 이설이 눈나 팔근육 개섹시,0,2,-2
청명은 조걸에게 느끼는 감정이 평범한 감정이 아니라는것을 깨달았다,0,0,0
걸아 저번에는 조그마한 상가 집안이라고 했지않았니...?,4,0,4
청명이한테 뭔가 안좋은 일인줄 알았더니 아니네,0,0,0
빨리 보고 싶다ㅜㅠㅠ 그 사람 나오는거,6,9,-3
이야... 걸이네 집 대문 미쳤네... 아니 소설에선 이렇게까지 큰 줄은 몰랐지...,8,8,0
사형 패고 마을 들려서 정찰하다가 대문 보며 끝,1,2,-1
생각했던 것보다 훨씬 으리으리하네ㅋㅋ이때부터 조걸 남달라보임,3,1,2
시험 끝나고 돌아오는거? 오히려 좋아,0,1,-1
그것이온다....... 그것이온다.......그것이온다.......그것이온다....... 그것이온다.......그것이온다.......그것이온다....... 그것이온다.......그것이온다.......그것이온다....... 그것이온다.......그것이온다.......,11,9,2
청명아 너는 있는집 자식한테 쪼인트를 그렇게 깠자녘ㅋㅋㅋㅋㅋ,6,8,-2
야 얘네 가둬놓고 못그리냐???왜 휴재래,1,0,1
와 유이설 팔근육 보소 ㅈ되네,0,0,0
화산은 오늘도 참으로 청명하군,0,0,0
백천사숙나만 백숙으로 보이냐? ㅋㅋ,0,0,0
벌써 그립습니다 천천히 빨리 오세요,3,0,3
다음주에 휴재라구요....? 2주 기다리기야 삽가능이죠 다음화에 진짜 큰거 온다........... 하 떨려,0,0,0
쉬다오세용,0,0,0
재벌집 아들이였어~~~~,0,0,0
여기에 '당가' 두글자가 언급 되는 것 만으로도 심장이 뛰고 땀이줄줄 흐르고 손발이 덜덜 떨리고 눈물이 나오고..,14,7,7
청명이 막컷 너무 귀여운데?특히 저 머리 꽁다리 미쵸♡,1,0,1
조걸 이제 형식상 사형 대우에서 진짜 사형 대우 받는건가,6,8,-2
이설이만 정보찾을때 숨어서 몰래 얻네ㅋㅋㅋㅋㅋㅋㅋ,6,8,-2
막컷 청명이 손 개커 그리고 귀여워,6,8,-2
30일..?,1,0,1
청명이 왤케 귀엽냐,2,0,2
썸네일ㅋㅋㅋㅋㅋ리액션이 이런거였어 ㅋㅋ,1,0,1
제자들이 어떤 몰골을 당해도 유이설은 이미지 지키려고인지 안 나왔었는데 드디어 수척해진 모습이 나오네 ㅋㅋㅋㅋㅋㅋ,14,7,7
나 29일에 군대가는데... 30일에 돌아오면... 어떡하라고...,4,0,4
이설이 어깨근육 미춋다!!!!,6,2,4
이설이 산오르는 장면에서 팔근육 장난 없네..,9,7,2
조걸이 있는집 자식이였어??? 이거 청명이가 좋아하겠군...ㅎㅎ,7,7,0
쒸이이이이....ㅋㄱㅋㄱㅋㄱㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋ,1,0,1
ㅋㅋㅋ네이버 명함 들고다니지 마라 네이버 댓글 관리하는 놈은,7,9,-2
다른 애들은 말걸면서 정보 수집하는데 유이설은 숨어서 엿듣는 거 킬포ㅋㅋㅋㅋㅋ,12,7,5
유이설 근육???? 아니 당연히 있을거라곤 생각했지만...,4,1,3
꽁꽁얼어붙은 상인집안에 청명이가 싸돌아다닙니다,8,8,0
와씨 드디어 그 에피소드가,7,10,-3
청명이 그냥 패는줄만 알았는데 감동적으로 팼었네...ㅋㅋㅋㅋ,6,7,-1
요즘 분량이랑 내용 폼미쳐서 무료로풀릴때까지 스포참기가 힘듬ㅜ,9,8,1
사 사고 팔근육맨날 싸매서 안보였는데 장난아님 역시......,13,8,5
이야... 소설에서도 본 장면이긴 하지만 직접 눈으로 보니 조걸아 친하게 지내자,3,0,3
나온다 당군악...,10,9,1
중간에 산 오를때 유이설 팔뚝보소 ㄷㄷ,10,9,1
이설사고 민소매 귀하다...,11,8,3
아ㅋㅋㅋㅋㅋㅋ 사인방 컷에서 윤종 눈뜸ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5,7,-2
잠깐 뭐가 빠진거 같은데 아닌가? 마적이 언제 나오더라,0,0,0
청명이 역시 (돈이랑) 사랑에 빠졌나봄ㅋㅋㅋㅋㅋ,0,0,0
청명이... 애들 더 강하게 키우고 싶은 생각이 든다니ㅠㅠ 다 컸다 다 컸어... 아니 다 큰 건 맞지만 점점 장문사형 뜻을 잘 따르는것 같아서 넘 좋아 기특해ㅠㅠ,0,0,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ눈빛봐 저거 아무래도 도인은 글렀음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
유이설 팔이랑 등근육 나오네 ㅋㅋㅋ,7,7,0
아니 이렇게 안 우울한 재정비 시간은 처음이다그냥 퀄 올라간 작화랑 스토리 기대만 됨,11,9,2
제대로 한방 뜯기겟노,2,0,2
청명아 내 대가리 좀 때려봐 2주동안 기절했다가 깨어나게,0,0,0
회상 수련 장면에서 윤종 혼자 상의 다 입은 거 봐ㅋㅋㅋㅋ 진짜 도사다,11,7,4
청명이 이제 조걸한테 잘해주겠누ㅋㅋㅋㅋ,0,0,0
역시 있는집 자식이 대가리가 꽃밭이라고...,0,0,0
소설에서 거지 꼬라지로 도착했다길래 기대했는데 사천 도착할 때 모습 기대 이상이네요 ㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋㅋ,10,7,3
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저 눈망울 뭔데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,0,2
이때까지 줘패서 미안하다,2,0,2
크ㅋㅋㅋㅋ좋다,0,0,0
한 주 휴재라서 다행이다,4,0,4
유이설 기둥위에서 숨어서 듣는거 너무 귀엽다고ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,9,7,2
그렇게 두들겨패다가 돈있다니까 대우가 달라질것같은거봐라...저거저거 재경각주랑 다를거 하나없는놈이여 아주,2,0,2
ㅋㅋㅋㅋ정확히 7넘으면 바로 반대 7 박네 넷상에서 그런거 쓰니 현실에서 찐따처럼 지내는거 보상심리라도 채우는거냐?,0,1,-1
여러분 스포는 하지맙시다 당가를 정말 사랑하는 건 알겠지만당가 처음 봤던 그 웅장함을 모든 독자분들이 느끼셨음 좋겠어요 진짜 눈물콧물다짜내는에피니 리코팀 재정비를 기대하며 기다립시다!!,10,9,1
백천 진짜 광기임 작신두들겨 맞고 지친 상황에서 청명이가 땀난다는건 어케본거임? ;;관찰력 오졋다,9,8,1
아니 왜 시험기간에 돌아오셔요.....ㅠ,0,0,0
"웹툰으로 야수궁주와 당군악, 소소를 빨리 보고 싶네요 ㅋㅋ 어떻게 묘사될까",1,0,1
패드립이 케이셉 수준이네ㅋㅋㅋㅋㅋ,0,0,0
곧 우리장르 최대 허위매물 등장예정,15,12,3
스승(?)과 제자는 닮는다더니 유이설마저,9,8,1
네이버는 일 안함? 봇으로 조작해서 계속 광고랑 베댓 독점 일어나잖아;;,8,8,0
김청명 안광 나올 때 : 애들 패거나 돈 되는 거 뺏었거나 돈줄 찾았거나 막컷 좀 봐....저저 수줍게 안광 켜고 홍조 띄우고 손으로 입 가렷어,3,0,3
후 하 후 하 드디어 곧 소소 나온다,11,13,-2
한 화동안 유이설 대사가 없는데요??!!,5,7,-2
청명이 뒷목 젖었을때 개꼴린다,4,2,2
이설사매 민소매 쩔어요,9,9,0
청명이가 진심으로 사형이라고 불렀다!,3,0,3
잠만 유머시기 물 나르는 장면 팔 근육 무엇?????,14,10,4
원작에서도 제일 애정했던 캐릭터가 다 당가사람이라문양만 봐도 설렌다 사랑해요 리코팀,13,11,2
첨으로 사형이라 부른듯?,0,0,0
와ㅆ 당가 뱀 문양... 허ㅓ어ㅓㅠㅠㅠㅠ,9,8,1
배쭉 청명이 귀엽다...,1,0,1
당가 문양 미쳤다 진짜 그냥 벌써 뱀한테 감겼는데 어떡하지,10,9,1
계속 비추 찍네 킴쓰랑 주영이?,24,10,14
와 이설이 팔뚝 보소 설렌다,8,7,1
유이설 미친 근육 개쩌네,10,7,3
아 뭐야 썸네일 너무 귀엽잖아,1,0,1
ㅋㅋㅋㅋ 조걸은 이제 청명의 특별대우를 받겠네좋은걸까? ㅋㅋㅋㅋㅋㅋ,0,0,0
유이설 숨어서듣는거 미쳤다,3,0,3
드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어 드디어 당가가 나왔어,20,10,10
이 화산도 괜찮다는 장면이 왜이리 뭉클할까,3,0,3
본격적으로 당가편 시작🔻(약간 스포),1,0,1
중간고사 딱 기다려라 끝나고 야무지게 정주행 간다,0,0,0
즁간고사 끝난뒤군!,0,0,0
이설이 누나 돌 나르는 씬 팔근육 펌핑 미쳤네ㅋㅋㅋㅋㅋㅋㅋㅋ,3,0,3
청명이 눈 똘망똘망 한거 봐.. 너무 이쁘다,4,0,4
아니! 청명이가 태세전환 어떻게 할지 너무너무 궁금한 이시점에 끊다뉘 ㅋㅋㅋㅋ,0,0,0
썸네일 대체 뭔가했더니 재력에 반한거였니..ㅋㅋㅋㄱㅋㅋㅋㅋㄱㅋㄱㅋㄱㅋ,3,0,3
푹 쉬다오세용 재정비라니 정말 좋아하는 당가에피니 정말 기대하며 기다리겠습니당 ㅠㅠ 또 얼마나 개쩌는 연출니 나올따 엉엉,14,8,6
크학 막컷 졸귀다,3,0,3
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 있는집자식 ㅋㅋㅋㅋㅋ,2,0,2
막컷에서 청명이가 한순간에 시즌1때로 회귀했는데요 ㅋㅋㅋㅋㅋ,2,0,2
독왕 아조시를 곧 2화 이내로 볼 수 있다니 시상에...,1,0,1
손아영 이자식 계정이 몇개냐 차단하는데 또 뜨네,0,0,0
1주일 '사간' 보내면서 충분히 쉬시고 돌아와 주세요!,2,0,2
이설 눈나 물나르는 컷 뒷태 나 죽어..,3,2,1
조걸이는 당분간 한대 들 맞겠네ㅋㅋㅋㅋ,0,0,0
별로 알고싶지않은 TMI 겠지만 백천들이 다시갔을때 이미 네명은 다리가 후들후들 거리고있는상태였음,2,0,2
사천당가를 드디어 웹툰에서 봅니다와 내가 이 날을 위해서 얼마나 엉엉엉 이 에피는 진짜 온 세상사람들이 다봤으면,14,7,7
이설이 다양한 표정 감사합니다 작가님,2,1,1
조걸아..? 작은상단의 아들이라며;; 넌 저게 작니..? 은하상단이랑 비비겠다 ㅋㅋ,9,8,1
그렇게 처맞고도 삐뚤어지지 않은이유는 돈이 많아 그런생각을 할 필요가 없기 때문이다,2,0,2
1주일 푹쉬시고 이자까지 쳐서 오실때 낭낭하게 3편정도만 들고오세요~~,6,8,-2
휴재 아쉽네요ㅠㅠ하지만 좋은 내용을 위해 믿고 기다릴게요^^ 리코팀 응원합니다~!,4,0,4
청명이 조걸 살살 긁을때 부터 결과는 짐작이 갔다ㅋㅋㅋㅋ,0,0,0
새로운 지갑 득☆템,0,0,0
쿠키가 있는데..왜 다음편이 없냐고..,0,0,0
당가 문양 가슴이 웅장해진다......,17,7,10
따흙 작가님.. 재정비 하시는 김에 몸도 챙기셨으면 좋겠습니다 ㅜ ㅜ,1,0,1
이설이 쭈그려있는거야?So cute....,1,0,1
걸이 생각보다 개쌉다이아수저였네ㅋㅋㅋㅋㅋㅋ,2,0,2
청명 마지막 뭔데ㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,1
매크로들아 제발 싫테로 베댓 좀 작작 내려라.. 작품보는맛도 있지만 일찍 온 사람들은 센스있는댓글 베뎃으로 올리는맛도 있어서 댓글 창 들어오는건데 요즘 너무 심하다 진짜.. 있던 베댓이 다 사라지는게 어이가없다,7,8,-1
드디어 흐스흫으흐흨흐 당보가하히ㅏㅋ핰,0,0,0
저거저거 또 무슨 수작을 부릴려고..,1,0,1
기 불어넣었던 거 너 때문에 도로 다 뱉어낸 것 같은데 청명아,0,0,0
그 있는 집 자식 청명한테 재산까지 털리겠네,1,0,1
아 30일까직 어케 버티냐....막~막하다,0,0,0
근데 쟤내는 청명이 이겨먹으려고 덤비고 청명이는 도와줌(+속후련함)아닌가? ㅋㅋㅋ,0,0,0
청명아.. 눈 이렇게 큰거 처음봤어,0,0,0
이난리 펴가면서 몇년동안 고수로 키워봐야 인해전술에 털린다고 아 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,-1
누가 베댓 내리냐...?,0,0,0
근데 동룡이는 시력이 좋은거야 관찰력이 좋은거야너 그새 청명이 뒷목 젖은것까지 다 봤니,6,7,-1
장기간 휴재가 아닌게 어딥니까ㅜㅜㅜㅜ 푹 쉬고오세요!!!,0,0,0
돈이 얼마나 좋은것이지 이화로 증명됬네-재벌지상주의-,0,0,0
저기 이설이 혼자 노는데요,0,0,0
그래서 화산네검은 청명이 마음을 알고 저렇게 도발하는건가여??,0,0,0
와 드디어 당가가 나오는구나 그 분은 어떻게 생기셨을까... 기대된다,23,8,15
내용 개 쓰잘데기없는거 화끈하게 잘 쳐냈네앞으로도 이렇게만 해라 봉문하게 만들지말고 비가가 뇌절하는거 다 날려,0,0,0
마교한테 털려도 저 꼴은 아닐텐데..,1,0,1
작가님 푹 쉬세용,0,0,0
화귀 없는 수욜 어케 버티지... 셤기간이라 청명이로 에너지 충전 필요한데ㅠㅠ 흑... 리코팀 기다릴게요,1,0,1
동룡이 왤캐 잘생겼냐,2,0,2
이설이 너무 예쁜거 아니냐고.. 와중에 저 얼굴로 바람구멍낸다는 말을하니까 너무 안어울린다..,4,0,4
우리 이설이 뒷모습같은데 이설이 근육 쩔어,8,7,1
사천 가기전에 장기휴재 때릴까봐 개쫄렸는데 한 주 휴재? ㅅㅅㅅㅅ,5,7,-2
ㅇ후하후하 드디어..!!!!드디어 당가!!!!!!!!,1,0,1
이설이만 직접 안물어보고 정보취득ㅋㅋㅋㅋㅋㅋㅋ,4,0,4
오늘도 미친 분량 감사합니다 리코팀,1,0,1
유이설 팔뚝 근육 뭔데 외모와 맞지 않게 상남자 체형이였네,9,7,2
천명저표정 너무귀여운거아니야?,2,0,2
산 탈 때 유이설 팔뚝보소 ㄷㄷ,17,8,9
"작가님 우리가 유이설 얼굴 보여달랬지, 인성바닥 보여달라고 했나여?",1,3,-2
눈에서 돈이 튀어나오네,1,0,1
유이설 팔 근육 ㅁㅊ다,9,8,1
안돼 이설이만큼은... 캐붕온다.. 청명화 돼가잖아요..,1,2,-1
🚨스포하지 말아요!!🚨다들 뇌에 힘줘요!!! 스포 금지!!!,4,1,3
조걸 굳이 화산안갔어도 잘 나갔을 것 같은데?ㅋㅋㅋㅋㅋ,2,0,2
유이설은 왜 정보 안찾고 숨어있어 ㅋㅋㅋㅋ,1,0,1
마차에서 내릴때 저 표정 학원끝나고 집가는 우리의 표정같네,4,0,4
군침이 싹 도노,0,0,0
나만 유이설 팔근육봄??,19,7,12
재벌집조걸아들,6,7,-1
하 겨우 일주일휴재???????????? 감사합니다,7,7,0
일주일동안 당신같은 웹툰을 기다려왔다우,1,0,1
ㅍ포니테일 백천,3,0,3
청명이 눈 초롱초롱한거봐라 저거 조걸이 집도 기둥 다뽑히것네,8,8,0
유이설 처음 나올때는 도도하고 신비로운데 지금은 그냥 화산 바보 4인방중 한명이야ㅋㅋ,4,0,4
나뭇잎..너너 비켜봐,0,1,-1
막컷 청명이 보쌈해서 입에 와라라라라라랄 넣어버리고 싶다,2,0,2
아 드디어 당가 에피소드.. 작가님 기다릴게요,4,0,4
머리깨고싶어하는거보니 완벽한 제자닼ㅋㅋㅋㅋㅋㅋ,0,0,0
"눈 초롱초롱 청명 더 못 볼줄 알았는데,,, 아이고 귀여워라ㅠㅠ",5,8,-3
유이설 팔둑 보소..,5,8,-3
120화만에 밝혀진 조걸 재력,1,0,1
거기 청씨 손 내려봐유,0,0,0
이설이 근육 와우,3,0,3
휴재 무엇! 다음주 쿠키 4개로 하고 정상연재 갑시다!,0,0,0
장자승계 없어지는건가?,0,0,0
"""이 화산도 나름 괜찮다니까요"" 100년 전 80대까지 화산에 몸을 담다가 죽은 청명이가 현재의 화산을 보고 깊은 소속감을 느끼며 내뱉는 말들 난 이게 그렇게 눈물을 참을 수가 없더라",16,8,8
???:사형..ㅇ..아니.형님 오늘따라 늠름해 보이십니다.,1,0,1
청명이 저거 입막은거 침 때문이다 ㅋㅋㅋㅋㅋㅋㅋ,2,0,2
하룻밤의 꿈으로 끝나버린 그들의 쿠데타 ㅋㅋㅋ,0,0,0
당군악 웹툰버전 기대된다 ㅋㅋ,1,3,-2
있는 집 자식 조걸사형ㅋㅋㅋㅋㅋ,1,0,1
막컷 청명이 얼굴은 이쁘장한데 손은 완전 상남자네,12,7,5
한주를 쉬고 온다구요?그런게 어딨어. 싫어요. 나랑 상의 안 했잖아요.,3,0,3
다들 대화하는데 유이설만 엿듣고있엌ㅋㅋㅋㅋㅋ 저기 저렇게 있으니까 넘므 기엽자너 ㅋㅋ,7,7,0
청명의 최애의 아이부잣집 [조걸],1,0,1
막컷 청명이 눈이 여태 본 중에 제일 착하다,3,0,3
나뭇잎 저 자식이 감히 우리 청명이 입술을.....,3,0,3
막컷 진짜 납치해가고싶다,4,0,4
이제 당가 나오네.... 로고?도 잘뽑혔다 기대된다ㅠㅠㅠ푹 쉬고 돌아오세요!!!!!,9,9,0
아 다음편까지 어떻게 기다려요다음편 빨리 주세요ㅠㅠㅠㅠㅠㅠㅠㅠ (라고 말한 후 차분히 2주를 기다리겠지...),0,0,0
소가주 패버리는 청명ㅋ,0,0,0
스튜디오 리코 언제나 존경하고 사랑하고 감솨합니다!! 재정비 하고 잘 귀환하십숑,2,0,2
조걸이 돈도 많은 집인데 왜 얼굴이... 화산채야,2,0,2
드디어 웹툰으로 보네 이장면 ㅋㅋㅋㅋ,1,0,1
아니 막컷 청명이 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋ진심 개귀엽다,13,9,4
원작가 피셜로 유이설 어깨가 넓다는 언급이 있긴했는데 ㄹㅇ 태평양이네. 어깨만 겁나 조졌나 무골인건가,10,9,1
기대에 찬 얼굴 개 열받네 청명 ㅋㅋ,0,0,0
언니 왜 숨어있어 ㅋㅋ ㅠ,1,0,1
백천 눈치채고 알아준거 뭔가......감동이다ㅠ,3,0,3
으아 김청명아 나 심쿵했다 마지막 졸귀야 ㅠㅠㅠㅠ,1,0,1
김청명 표정 봐라 ㅋㅋㅋ,2,0,2
아 30일까지 어떻게 버텨 화귀가 내 삶에 낙인데 평일날 화귀 덕분에 조금이라도 버틸 수 있었는데,2,0,2
나뭇잎:앗싸,1,0,1
돈미새 눈 봐라..ㅋㅋㅋ,1,0,1
조걸 이쉑.. 금수저였어..,1,0,1
막컷 표정 귀엽다 ㅋㅋㅋㅋㅋ,1,0,1
아니 조걸이네 진짜 겁나 크잖아,0,0,0
아니 조걸. 아니 도련님. 저렇게 있는 집 자식으로 태어나서 화산으로 어떻게 들어온겁니까????? 집사가 안 자면 춤춘다했어요?,2,1,1
킥킥,0,0,0
청명이 조걸 보는 눈빛이 달라졌어 ㅋㅋㅋㅋ,1,0,1
거룩한 재벌집 막내아들 조걸. 청명이는 웃습니다ㅋㅋㅋㅋㅋㅋ,1,0,1
여기서의 당군악이 궁금하다,1,1,0
마지막 청명이 표정 직이네ㅋ 귀여버,1,0,1
집 나간 아들이 산적이 되어 돌아옴,3,0,3
